156	266.32	21124
162	331.56	21278
168	329.91	21433
174	328.57	21590
180	327.69	21747
186	325.92	21903
192	324.76	22054
198	320.22	22209
204	318.33	22363
210	317.29	22518
216	315.13	22677
222	314.24	22833
228	312.44	22986
234	311.22	23139
240	307.66	23291
246	304.27	23445
252	303.57	23602
258	301.22	23756
264	300.10	23912
270	298.24	24069
276	296.80	24222
282	295.03	24374
288	290.00	24527
294	288.18	24682
300	286.96	24838
306	284.97	24996
312	283.85	25150
318	282.14	25306
324	280.71	25459
330	278.97	25612
336	274.03	25765
342	272.08	25919
348	270.83	26076
354	268.78	26232
360	267.75	26388
366	266.65	26545
372	264.82	26700
378	263.69	26852
384	260.71	27005
390	256.16	27159
396	256.07	27315
402	254.55	27470
408	252.57	27627
414	251.68	27783
420	250.16	27939
426	248.72	28093
432	247.44	28248
438	244.55	28401
444	239.97	28555
450	239.27	28708
456	238.30	28865
462	236.22	29022
468	235.34	29177
474	234.30	29334
480	232.47	29488
486	231.28	29641
492	229.91	29794
498	226.28	29947
504	221.86	30101
510	221.77	30258
516	220.55	30413
522	218.33	30570
528	217.41	30727
534	216.59	30880
540	214.76	31036
546	213.60	31188
552	212.50	31342
558	209.70	31495
564	205.00	31648
570	202.87	31803
576	202.26	31959
582	200.61	32113
588	198.45	32272
594	197.63	32428
600	196.71	32581
606	195.52	32738
612	193.97	-32645
618	193.21	-32567
624	192.93	-32490
630	192.50	-32413
636	191.25	-32337
642	189.79	-32261
648	187.72	-32184
654	185.34	-32107
660	182.96	-32030
666	182.69	-31952
672	182.32	-31876
678	182.17	-31797
684	181.77	-31720
690	181.07	-31642
696	180.43	-31564
702	179.09	-31484
708	178.11	-31406
714	177.72	-31328
720	177.23	-31250
726	176.99	-31174
732	176.28	-31096
738	175.86	-31017
744	175.10	-30940
750	174.09	-30862
756	173.24	-30786
762	172.87	-30708
768	172.29	-30632
774	171.80	-30557
780	171.10	-30480
786	170.68	-30404
792	169.24	-30327
798	167.60	-30250
804	165.71	-30174
810	163.36	-30097
816	160.92	-30019
822	160.37	-29942
828	160.00	-29865
834	160.10	-29787
840	160.13	-29710
846	159.58	-29633
852	158.75	-29554
858	157.87	-29475
864	156.47	-29397
870	155.55	-29319
876	155.00	-29241
882	154.73	-29163
888	154.55	-29084
894	154.06	-29008
900	153.33	-28931
906	152.90	-28853
912	152.23	-28775
918	151.41	-28697
924	150.46	-28620
930	149.85	-28542
936	149.30	-28467
942	148.66	-28391
948	148.36	-28314
954	147.87	-28238
960	146.96	-28163
966	146.13	-28086
972	144.43	-28009
978	142.50	-27932
984	140.61	-27855
990	138.18	-27779
996	135.95	-27702
1002	135.13	-27624
1008	134.61	-27547
1014	134.46	-27470
1020	134.12	-27391
1026	133.69	-27315
1032	133.21	-27238
1038	132.32	-27161
1044	131.41	-27083
1050	130.55	-27005
1056	129.39	-26928
1062	128.42	-26849
1068	127.96	-26771
1074	127.84	-26692
1080	127.35	-26614
1086	127.11	-26536
1092	126.28	-26458
1098	126.10	-26382
1104	125.55	-26304
1110	125.07	-26225
1116	124.30	-26147
1122	123.48	-26072
1128	122.50	-25996
1134	121.77	-25918
1140	121.47	-25842
1146	120.92	-25766
1152	120.58	-25690
1158	120.03	-25614
1164	119.67	-25538
1170	119.03	-25462
1176	118.05	-25386
1182	116.80	-25310
1188	115.19	-25233
1194	113.82	-25155
1200	111.93	-25078
1206	109.70	-25001
1212	106.99	-24925
1218	104.91	-24848
1224	104.39	-24771
1230	104.24	-24693
1236	104.18	-24616
1242	104.06	-24538
1248	103.63	-24459
1254	103.60	-24380
1260	103.24	-24303
1266	102.63	-24225
1272	102.02	-24149
1278	101.16	-24073
1284	100.13	-23994
1290	99.21	-23915
1296	98.05	-23837
1302	97.38	-23758
1308	96.32	-23682
1314	96.44	-23605
1320	96.19	-23528
1326	95.86	-23451
1332	95.61	-23374
1338	95.22	-23296
1344	95.25	-23220
1350	94.21	-23142
1356	94.55	-23065
1362	93.18	-22988
1368	91.19	-22911
1374	93.11	-22834
1380	90.64	-22759
1386	90.64	-22684
1392	90.64	-22609
1398	88.33	-22533
1404	89.30	-22456
1410	88.11	-22381
1416	87.53	-22306
1422	87.11	-22228
1428	86.56	-22154
1434	85.95	-22079
1440	86.19	-22003
1446	85.25	-21928
1452	84.49	-21854
1458	83.82	-21779
1464	82.66	-21702
1470	81.47	-21626
1476	80.07	-21551
1482	78.21	-21475
1488	76.50	-21399
1494	75.07	-21323
1500	72.75	-21247
1506	70.61	-21171
1512	68.11	-21095
1518	66.16	-21019
1524	64.76	-20943
1530	64.27	-20868
1536	64.21	-20792
1542	63.82	-20716
1548	63.82	-20640
1554	63.82	-20561
1560	63.82	-20484
1566	63.72	-20406
1572	63.51	-20330
1578	63.48	-20254
1584	63.14	-20178
1590	63.08	-20102
1596	62.66	-20026
1602	61.96	-19949
1608	61.47	-19873
1614	60.68	-19797
1620	60.25	-19721
1626	59.76	-19644
1632	59.00	-19565
1638	57.87	-19488
1644	56.74	-19411
1650	55.61	-19334
1656	54.97	-19256
1662	54.18	-19178
1668	53.69	-19100
1674	53.21	-19023
1680	52.75	-18947
1686	52.63	-18870
1692	52.41	-18793
1698	52.17	-18716
1704	51.93	-18638
1710	51.86	-18562
1716	51.59	-18487
1722	51.35	-18412
1728	50.83	-18335
1734	50.58	-18260
1740	50.31	-18186
1746	49.73	-18108
1752	49.36	-18031
1758	49.21	-17954
1764	48.85	-17877
1770	48.27	-17801
1776	47.87	-17724
1782	47.60	-17647
1788	46.77	-17569
1794	45.92	-17492
1800	45.28	-17416
1806	44.55	-17339
1812	43.82	-17264
1818	43.05	-17189
1824	42.50	-17115
1830	41.56	-17039
1836	41.16	-16962
1842	40.58	-16887
1848	39.94	-16813
1854	39.33	-16738
1860	38.78	-16663
1866	38.08	-16586
1872	37.69	-16510
1878	37.23	-16436
1884	36.53	-16361
1890	36.41	-16285
1896	35.92	-16210
1902	35.34	-16136
1908	34.70	-16061
1914	34.36	-15986
1920	33.75	-15910
1926	33.18	-15836
1932	32.72	-15761
1938	32.38	-15686
1944	31.96	-15611
1950	31.59	-15537
1956	31.10	-15462
1962	30.49	-15387
1968	30.13	-15311
1974	29.39	-15237
1980	28.82	-15162
1986	27.96	-15087
1992	27.26	-15012
1998	26.41	-14938
2004	25.92	-14862
2010	24.79	-14786
2016	24.24	-14709
2022	23.30	-14633
2028	22.17	-14558
2034	21.19	-14482
2040	20.10	-14406
2046	18.91	-14330
2052	17.69	-14255
2058	16.65	-14178
2064	15.34	-14102
2070	14.33	-14026
2076	12.93	-13950
2082	11.80	-13875
2088	10.55	-13799
2094	9.24	-13723
2100	8.18	-13647
2106	6.71	-13573
2112	5.83	-13498
2118	4.42	-13423
2124	3.05	-13348
2130	2.20	-13274
2136	1.04	-13199
2142	0.19	-13124
2148	0.09	-13048
2154	0.00	-12975
2160	0.10	-12900
2166	0.00	-12825
2172	0.03	-12750
2178	0.00	-12677
2184	0.07	-12602
2190	0.06	-12527
2196	0.00	-12453
2202	0.00	-12378
2208	0.16	-12303
2214	0.00	-12228
2220	0.03	-12153
2226	0.16	-12080
2232	0.19	-12005
2238	0.10	-11930
2244	0.06	-11855
2250	0.12	-11781
2256	0.16	-11707
2262	0.07	-11632
2268	0.12	-11557
2274	0.16	-11484
2280	0.03	-11409
2286	0.16	-11335
2292	0.10	-11260
2298	0.12	-11185
2304	0.06	-11111
2310	0.03	-11037
2316	0.03	-10962
2322	0.03	-10888
2328	0.07	-10814
2334	0.03	-10739
2340	0.06	-10664
2346	0.10	-10591
2352	0.12	-10515
2358	0.00	-10441
2364	0.09	-10366
2370	0.06	-10293
2376	0.06	-10219
2382	0.07	-10145
